millis,stamp,datetime,motion,temp
73, 1569281745, 2019/9/23 23:35:45, 0, 20.40
2118, 1569281747, 2019/9/23 23:35:47, 0, 20.40
4169, 1569281749, 2019/9/23 23:35:49, 0, 20.40
6216, 1569281751, 2019/9/23 23:35:51, 0, 20.40
8263, 1569281753, 2019/9/23 23:35:53, 0, 20.40
10311, 1569281755, 2019/9/23 23:35:55, 0, 20.40
12357, 1569281757, 2019/9/23 23:35:57, 0, 20.40
14404, 1569281759, 2019/9/23 23:35:59, 0, 20.40
16451, 1569281761, 2019/9/23 23:36:1, 0, 20.40
18498, 1569281763, 2019/9/23 23:36:3, 1, 20.40
20563, 1569281765, 2019/9/23 23:36:5, 0, 20.40
22581, 1569281767, 2019/9/23 23:36:7, 0, 20.40
24599, 1569281769, 2019/9/23 23:36:9, 0, 20.40
26617, 1569281771, 2019/9/23 23:36:11, 0, 20.40
28636, 1569281773, 2019/9/23 23:36:13, 0, 20.40
30654, 1569281775, 2019/9/23 23:36:15, 0, 20.50
32672, 1569281777, 2019/9/23 23:36:17, 0, 20.50
34690, 1569281779, 2019/9/23 23:36:19, 0, 20.50
36707, 1569281782, 2019/9/23 23:36:22, 0, 20.50
38725, 1569281784, 2019/9/23 23:36:24, 0, 20.50
40743, 1569281786, 2019/9/23 23:36:26, 1, 20.50
42765, 1569281788, 2019/9/23 23:36:28, 0, 20.50
44783, 1569281790, 2019/9/23 23:36:30, 0, 20.50
46800, 1569281792, 2019/9/23 23:36:32, 0, 20.50
48819, 1569281794, 2019/9/23 23:36:34, 0, 20.50
50836, 1569281796, 2019/9/23 23:36:36, 0, 20.50
52854, 1569281798, 2019/9/23 23:36:38, 0, 20.50
54873, 1569281800, 2019/9/23 23:36:40, 0, 20.60
56890, 1569281802, 2019/9/23 23:36:42, 0, 20.50
58908, 1569281804, 2019/9/23 23:36:44, 0, 20.60
60925, 1569281806, 2019/9/23 23:36:46, 0, 20.60
62946, 1569281808, 2019/9/23 23:36:48, 1, 20.60
64964, 1569281810, 2019/9/23 23:36:50, 0, 20.60
66982, 1569281812, 2019/9/23 23:36:52, 0, 20.60
68999, 1569281814, 2019/9/23 23:36:54, 0, 20.60
71017, 1569281816, 2019/9/23 23:36:56, 0, 20.60
73035, 1569281818, 2019/9/23 23:36:58, 0, 20.60
75053, 1569281820, 2019/9/23 23:37:0, 1, 20.60
77071, 1569281822, 2019/9/23 23:37:2, 0, 20.60
79088, 1569281824, 2019/9/23 23:37:4, 0, 20.60
81106, 1569281826, 2019/9/23 23:37:6, 1, 20.60
83123, 1569281828, 2019/9/23 23:37:8, 0, 20.60
85144, 1569281830, 2019/9/23 23:37:10, 0, 20.60
87161, 1569281832, 2019/9/23 23:37:12, 0, 20.60
89180, 1569281834, 2019/9/23 23:37:14, 0, 20.60
91198, 1569281836, 2019/9/23 23:37:16, 0, 20.60
93215, 1569281838, 2019/9/23 23:37:18, 0, 20.60
95234, 1569281840, 2019/9/23 23:37:20, 0, 20.60
97252, 1569281842, 2019/9/23 23:37:22, 0, 20.60
99270, 1569281844, 2019/9/23 23:37:24, 1, 20.60
101287, 1569281846, 2019/9/23 23:37:26, 0, 20.60
103306, 1569281848, 2019/9/23 23:37:28, 0, 20.60
105326, 1569281850, 2019/9/23 23:37:30, 0, 20.60
107344, 1569281852, 2019/9/23 23:37:32, 1, 20.60
109362, 1569281854, 2019/9/23 23:37:34, 0, 20.60
111380, 1569281856, 2019/9/23 23:37:36, 0, 20.60
113398, 1569281858, 2019/9/23 23:37:38, 0, 20.60
115416, 1569281860, 2019/9/23 23:37:40, 0, 20.60
117434, 1569281862, 2019/9/23 23:37:42, 0, 20.60
119451, 1569281864, 2019/9/23 23:37:44, 0, 20.60
121468, 1569281866, 2019/9/23 23:37:46, 0, 20.60
123487, 1569281868, 2019/9/23 23:37:48, 1, 20.60
125505, 1569281870, 2019/9/23 23:37:50, 0, 20.60
127526, 1569281872, 2019/9/23 23:37:52, 0, 20.60
129544, 1569281874, 2019/9/23 23:37:54, 0, 20.60
131562, 1569281876, 2019/9/23 23:37:56, 1, 20.60
133579, 1569281879, 2019/9/23 23:37:59, 0, 20.60
135598, 1569281881, 2019/9/23 23:38:1, 0, 20.50
137615, 1569281883, 2019/9/23 23:38:3, 0, 20.50
139633, 1569281885, 2019/9/23 23:38:5, 0, 20.60
141650, 1569281887, 2019/9/23 23:38:7, 0, 20.60
143669, 1569281889, 2019/9/23 23:38:9, 0, 20.60
145686, 1569281891, 2019/9/23 23:38:11, 0, 20.60
147706, 1569281893, 2019/9/23 23:38:13, 0, 20.60
149724, 1569281895, 2019/9/23 23:38:15, 0, 20.60
151742, 1569281897, 2019/9/23 23:38:17, 0, 20.60
153760, 1569281899, 2019/9/23 23:38:19, 0, 20.60
155778, 1569281901, 2019/9/23 23:38:21, 0, 20.60
157795, 1569281903, 2019/9/23 23:38:23, 0, 20.60
159813, 1569281905, 2019/9/23 23:38:25, 0, 20.50
161830, 1569281907, 2019/9/23 23:38:27, 0, 20.50
163849, 1569281909, 2019/9/23 23:38:29, 0, 20.60
165866, 1569281911, 2019/9/23 23:38:31, 0, 20.60
167886, 1569281913, 2019/9/23 23:38:33, 0, 20.50
169905, 1569281915, 2019/9/23 23:38:35, 0, 20.60
171922, 1569281917, 2019/9/23 23:38:37, 0, 20.50
173940, 1569281919, 2019/9/23 23:38:39, 0, 20.60
175958, 1569281921, 2019/9/23 23:38:41, 0, 20.60
177976, 1569281923, 2019/9/23 23:38:43, 0, 20.50
179993, 1569281925, 2019/9/23 23:38:45, 0, 20.50
182011, 1569281927, 2019/9/23 23:38:47, 0, 20.50
184029, 1569281929, 2019/9/23 23:38:49, 0, 20.60
186047, 1569281931, 2019/9/23 23:38:51, 0, 20.50
188067, 1569281933, 2019/9/23 23:38:53, 0, 20.50
190086, 1569281935, 2019/9/23 23:38:55, 0, 20.60
192103, 1569281937, 2019/9/23 23:38:57, 0, 20.50
194121, 1569281939, 2019/9/23 23:38:59, 0, 20.50
196139, 1569281941, 2019/9/23 23:39:1, 1, 20.60
198157, 1569281943, 2019/9/23 23:39:3, 0, 20.50
200174, 1569281945, 2019/9/23 23:39:5, 0, 20.50
202192, 1569281947, 2019/9/23 23:39:7, 1, 20.50
204211, 1569281949, 2019/9/23 23:39:9, 0, 20.50
206229, 1569281951, 2019/9/23 23:39:11, 0, 20.50
208245, 1569281953, 2019/9/23 23:39:13, 0, 20.50
210267, 1569281955, 2019/9/23 23:39:15, 1, 20.50
212285, 1569281957, 2019/9/23 23:39:17, 0, 20.50
214303, 1569281959, 2019/9/23 23:39:19, 0, 20.50
216321, 1569281961, 2019/9/23 23:39:21, 0, 20.50
218339, 1569281963, 2019/9/23 23:39:23, 0, 20.50
220357, 1569281965, 2019/9/23 23:39:25, 0, 20.50
222375, 1569281967, 2019/9/23 23:39:27, 1, 20.50
224393, 1569281969, 2019/9/23 23:39:29, 0, 20.50
226411, 1569281971, 2019/9/23 23:39:31, 1, 20.50
228429, 1569281973, 2019/9/23 23:39:33, 0, 20.50
230451, 1569281975, 2019/9/23 23:39:35, 0, 20.50
232468, 1569281978, 2019/9/23 23:39:38, 0, 20.50
234486, 1569281980, 2019/9/23 23:39:40, 0, 20.50
236505, 1569281982, 2019/9/23 23:39:42, 0, 20.50
238522, 1569281984, 2019/9/23 23:39:44, 0, 20.50
240540, 1569281986, 2019/9/23 23:39:46, 0, 20.50
242558, 1569281988, 2019/9/23 23:39:48, 0, 20.50
244576, 1569281990, 2019/9/23 23:39:50, 0, 20.50
246593, 1569281992, 2019/9/23 23:39:52, 0, 20.50
248611, 1569281994, 2019/9/23 23:39:54, 0, 20.50
250633, 1569281996, 2019/9/23 23:39:56, 0, 20.50
252651, 1569281998, 2019/9/23 23:39:58, 0, 20.50
254669, 1569282000, 2019/9/23 23:40:0, 0, 20.50
256688, 1569282002, 2019/9/23 23:40:2, 0, 20.50
258705, 1569282004, 2019/9/23 23:40:4, 1, 20.50
260723, 1569282006, 2019/9/23 23:40:6, 0, 20.50
262742, 1569282008, 2019/9/23 23:40:8, 1, 20.50
264760, 1569282010, 2019/9/23 23:40:10, 0, 20.50
266778, 1569282012, 2019/9/23 23:40:12, 1, 20.50
268795, 1569282014, 2019/9/23 23:40:14, 0, 20.50
270814, 1569282016, 2019/9/23 23:40:16, 1, 20.50
272835, 1569282018, 2019/9/23 23:40:18, 0, 20.50
274852, 1569282020, 2019/9/23 23:40:20, 1, 20.50
276871, 1569282022, 2019/9/23 23:40:22, 0, 20.50
278889, 1569282024, 2019/9/23 23:40:24, 0, 20.50
280906, 1569282026, 2019/9/23 23:40:26, 0, 20.50
282925, 1569282028, 2019/9/23 23:40:28, 0, 20.50
284942, 1569282030, 2019/9/23 23:40:30, 0, 20.50
286960, 1569282032, 2019/9/23 23:40:32, 0, 20.50
288978, 1569282034, 2019/9/23 23:40:34, 0, 20.50
290997, 1569282036, 2019/9/23 23:40:36, 0, 20.50
293018, 1569282038, 2019/9/23 23:40:38, 0, 20.60
295036, 1569282040, 2019/9/23 23:40:40, 0, 20.60
297054, 1569282042, 2019/9/23 23:40:42, 0, 20.60
299072, 1569282044, 2019/9/23 23:40:44, 0, 20.50
301090, 1569282046, 2019/9/23 23:40:46, 0, 20.50
303109, 1569282048, 2019/9/23 23:40:48, 0, 20.60
305127, 1569282050, 2019/9/23 23:40:50, 0, 20.60
307145, 1569282052, 2019/9/23 23:40:52, 0, 20.60
309164, 1569282054, 2019/9/23 23:40:54, 0, 20.50
311181, 1569282056, 2019/9/23 23:40:56, 0, 20.50
313202, 1569282058, 2019/9/23 23:40:58, 0, 20.50
315220, 1569282060, 2019/9/23 23:41:0, 0, 20.50
317238, 1569282062, 2019/9/23 23:41:2, 0, 20.50
319256, 1569282064, 2019/9/23 23:41:4, 0, 20.50
321274, 1569282066, 2019/9/23 23:41:6, 0, 20.60
323291, 1569282068, 2019/9/23 23:41:8, 0, 20.50
325309, 1569282070, 2019/9/23 23:41:10, 0, 20.50
327326, 1569282072, 2019/9/23 23:41:12, 0, 20.50
329345, 1569282075, 2019/9/23 23:41:15, 0, 20.50
331363, 1569282077, 2019/9/23 23:41:17, 0, 20.50
333384, 1569282079, 2019/9/23 23:41:19, 0, 20.50
335401, 1569282081, 2019/9/23 23:41:21, 0, 20.50
337420, 1569282083, 2019/9/23 23:41:23, 0, 20.50
339438, 1569282085, 2019/9/23 23:41:25, 0, 20.50
341455, 1569282087, 2019/9/23 23:41:27, 0, 20.50
343474, 1569282089, 2019/9/23 23:41:29, 0, 20.50
345491, 1569282091, 2019/9/23 23:41:31, 0, 20.50
347509, 1569282093, 2019/9/23 23:41:33, 0, 20.50
349528, 1569282095, 2019/9/23 23:41:35, 0, 20.50
351544, 1569282097, 2019/9/23 23:41:37, 0, 20.50
353562, 1569282099, 2019/9/23 23:41:39, 0, 20.50
355582, 1569282101, 2019/9/23 23:41:41, 0, 20.50
357601, 1569282103, 2019/9/23 23:41:43, 0, 20.50
359619, 1569282105, 2019/9/23 23:41:45, 0, 20.50
361636, 1569282107, 2019/9/23 23:41:47, 0, 20.50
363654, 1569282109, 2019/9/23 23:41:49, 0, 20.50
365672, 1569282111, 2019/9/23 23:41:51, 0, 20.50
367690, 1569282113, 2019/9/23 23:41:53, 0, 20.50
369708, 1569282115, 2019/9/23 23:41:55, 0, 20.50
371726, 1569282117, 2019/9/23 23:41:57, 0, 20.50
373744, 1569282119, 2019/9/23 23:41:59, 0, 20.50
375766, 1569282121, 2019/9/23 23:42:1, 0, 20.50
377782, 1569282123, 2019/9/23 23:42:3, 0, 20.50
379800, 1569282125, 2019/9/23 23:42:5, 0, 20.50
381818, 1569282127, 2019/9/23 23:42:7, 0, 20.50
383835, 1569282129, 2019/9/23 23:42:9, 0, 20.50
385853, 1569282131, 2019/9/23 23:42:11, 0, 20.50
387871, 1569282133, 2019/9/23 23:42:13, 0, 20.50
389889, 1569282135, 2019/9/23 23:42:15, 0, 20.50
391907, 1569282137, 2019/9/23 23:42:17, 0, 20.50
393925, 1569282139, 2019/9/23 23:42:19, 0, 20.50
395947, 1569282141, 2019/9/23 23:42:21, 0, 20.50
397963, 1569282143, 2019/9/23 23:42:23, 0, 20.50
399981, 1569282145, 2019/9/23 23:42:25, 0, 20.50
401999, 1569282147, 2019/9/23 23:42:27, 0, 20.50
404017, 1569282149, 2019/9/23 23:42:29, 0, 20.50
406035, 1569282151, 2019/9/23 23:42:31, 0, 20.50
408053, 1569282153, 2019/9/23 23:42:33, 0, 20.50
410072, 1569282155, 2019/9/23 23:42:35, 0, 20.40
412089, 1569282157, 2019/9/23 23:42:37, 0, 20.50
414107, 1569282159, 2019/9/23 23:42:39, 0, 20.40
416128, 1569282161, 2019/9/23 23:42:41, 0, 20.40
418146, 1569282163, 2019/9/23 23:42:43, 0, 20.40
420164, 1569282165, 2019/9/23 23:42:45, 0, 20.40
422181, 1569282167, 2019/9/23 23:42:47, 0, 20.40
424200, 1569282169, 2019/9/23 23:42:49, 0, 20.50
426218, 1569282171, 2019/9/23 23:42:51, 0, 20.40
428235, 1569282174, 2019/9/23 23:42:54, 0, 20.40
430254, 1569282176, 2019/9/23 23:42:56, 0, 20.40
432272, 1569282178, 2019/9/23 23:42:58, 0, 20.40
434289, 1569282180, 2019/9/23 23:43:0, 0, 20.40
436307, 1569282182, 2019/9/23 23:43:2, 0, 20.40
438329, 1569282184, 2019/9/23 23:43:4, 0, 20.40
440347, 1569282186, 2019/9/23 23:43:6, 0, 20.40
442364, 1569282188, 2019/9/23 23:43:8, 0, 20.40
444382, 1569282190, 2019/9/23 23:43:10, 0, 20.40
446400, 1569282192, 2019/9/23 23:43:12, 0, 20.40
448417, 1569282194, 2019/9/23 23:43:14, 0, 20.40
450436, 1569282196, 2019/9/23 23:43:16, 0, 20.40
452453, 1569282198, 2019/9/23 23:43:18, 0, 20.40
454471, 1569282200, 2019/9/23 23:43:20, 0, 20.40
456488, 1569282202, 2019/9/23 23:43:22, 0, 20.40
458510, 1569282204, 2019/9/23 23:43:24, 0, 20.40
460527, 1569282206, 2019/9/23 23:43:26, 0, 20.40
462545, 1569282208, 2019/9/23 23:43:28, 0, 20.40
464563, 1569282210, 2019/9/23 23:43:30, 0, 20.30
466581, 1569282212, 2019/9/23 23:43:32, 0, 20.40
468598, 1569282214, 2019/9/23 23:43:34, 0, 20.40
470617, 1569282216, 2019/9/23 23:43:36, 0, 20.40
472634, 1569282218, 2019/9/23 23:43:38, 0, 20.30
474652, 1569282220, 2019/9/23 23:43:40, 0, 20.40
476669, 1569282222, 2019/9/23 23:43:42, 0, 20.40
478691, 1569282224, 2019/9/23 23:43:44, 0, 20.30
480708, 1569282226, 2019/9/23 23:43:46, 0, 20.30
482726, 1569282228, 2019/9/23 23:43:48, 0, 20.30
484744, 1569282230, 2019/9/23 23:43:50, 0, 20.30
486762, 1569282232, 2019/9/23 23:43:52, 0, 20.30
488779, 1569282234, 2019/9/23 23:43:54, 0, 20.30
490798, 1569282236, 2019/9/23 23:43:56, 0, 20.30
492815, 1569282238, 2019/9/23 23:43:58, 0, 20.30
494833, 1569282240, 2019/9/23 23:44:0, 0, 20.30
496857, 1569282242, 2019/9/23 23:44:2, 0, 20.30
498875, 1569282244, 2019/9/23 23:44:4, 0, 20.30
500895, 1569282246, 2019/9/23 23:44:6, 0, 20.30
502913, 1569282248, 2019/9/23 23:44:8, 0, 20.30
504931, 1569282250, 2019/9/23 23:44:10, 0, 20.30
506948, 1569282252, 2019/9/23 23:44:12, 0, 20.30
508966, 1569282254, 2019/9/23 23:44:14, 0, 20.30
510984, 1569282256, 2019/9/23 23:44:16, 0, 20.30
513002, 1569282258, 2019/9/23 23:44:18, 0, 20.30
515020, 1569282260, 2019/9/23 23:44:20, 0, 20.30
517038, 1569282262, 2019/9/23 23:44:22, 0, 20.30
519056, 1569282264, 2019/9/23 23:44:24, 0, 20.30
521076, 1569282266, 2019/9/23 23:44:26, 0, 20.30
523095, 1569282268, 2019/9/23 23:44:28, 0, 20.30
525113, 1569282271, 2019/9/23 23:44:31, 0, 20.30
527130, 1569282273, 2019/9/23 23:44:33, 0, 20.30
529148, 1569282275, 2019/9/23 23:44:35, 0, 20.30
531167, 1569282277, 2019/9/23 23:44:37, 0, 20.30
533184, 1569282279, 2019/9/23 23:44:39, 0, 20.30
535202, 1569282281, 2019/9/23 23:44:41, 0, 20.30
537221, 1569282283, 2019/9/23 23:44:43, 0, 20.30
539238, 1569282285, 2019/9/23 23:44:45, 0, 20.30
541259, 1569282287, 2019/9/23 23:44:47, 0, 20.30
543278, 1569282289, 2019/9/23 23:44:49, 0, 20.30
545295, 1569282291, 2019/9/23 23:44:51, 0, 20.30
547313, 1569282293, 2019/9/23 23:44:53, 0, 20.20
549331, 1569282295, 2019/9/23 23:44:55, 0, 20.30
551349, 1569282297, 2019/9/23 23:44:57, 0, 20.20
553367, 1569282299, 2019/9/23 23:44:59, 0, 20.20
555385, 1569282301, 2019/9/23 23:45:1, 0, 20.20
557404, 1569282303, 2019/9/23 23:45:3, 0, 20.20
559421, 1569282305, 2019/9/23 23:45:5, 0, 20.20
561442, 1569282307, 2019/9/23 23:45:7, 0, 20.20
563461, 1569282309, 2019/9/23 23:45:9, 0, 20.20
565479, 1569282311, 2019/9/23 23:45:11, 0, 20.20
567497, 1569282313, 2019/9/23 23:45:13, 0, 20.20
569515, 1569282315, 2019/9/23 23:45:15, 0, 20.20
571533, 1569282317, 2019/9/23 23:45:17, 0, 20.20
573551, 1569282319, 2019/9/23 23:45:19, 0, 20.20
575568, 1569282321, 2019/9/23 23:45:21, 0, 20.20
577587, 1569282323, 2019/9/23 23:45:23, 0, 20.20
579605, 1569282325, 2019/9/23 23:45:25, 0, 20.20
581622, 1569282327, 2019/9/23 23:45:27, 0, 20.20
583644, 1569282329, 2019/9/23 23:45:29, 0, 20.20
585662, 1569282331, 2019/9/23 23:45:31, 0, 20.20
587679, 1569282333, 2019/9/23 23:45:33, 0, 20.20
589698, 1569282335, 2019/9/23 23:45:35, 0, 20.20
591716, 1569282337, 2019/9/23 23:45:37, 0, 20.20
593733, 1569282339, 2019/9/23 23:45:39, 0, 20.20
595751, 1569282341, 2019/9/23 23:45:41, 0, 20.20
597770, 1569282343, 2019/9/23 23:45:43, 0, 20.20
599787, 1569282345, 2019/9/23 23:45:45, 0, 20.20
601805, 1569282347, 2019/9/23 23:45:47, 0, 20.20
603827, 1569282349, 2019/9/23 23:45:49, 0, 20.20
605844, 1569282351, 2019/9/23 23:45:51, 0, 20.20
607862, 1569282353, 2019/9/23 23:45:53, 0, 20.20
609881, 1569282355, 2019/9/23 23:45:55, 0, 20.20
611898, 1569282357, 2019/9/23 23:45:57, 0, 20.20
613916, 1569282359, 2019/9/23 23:45:59, 0, 20.20
615934, 1569282361, 2019/9/23 23:46:1, 0, 20.20
617953, 1569282363, 2019/9/23 23:46:3, 0, 20.20
619971, 1569282365, 2019/9/23 23:46:5, 0, 20.20
621988, 1569282368, 2019/9/23 23:46:8, 0, 20.20
624010, 1569282370, 2019/9/23 23:46:10, 0, 20.10
626027, 1569282372, 2019/9/23 23:46:12, 0, 20.20
628045, 1569282374, 2019/9/23 23:46:14, 0, 20.20
630063, 1569282376, 2019/9/23 23:46:16, 0, 20.20
632080, 1569282378, 2019/9/23 23:46:18, 0, 20.20
634098, 1569282380, 2019/9/23 23:46:20, 0, 20.20
636116, 1569282382, 2019/9/23 23:46:22, 0, 20.20
638134, 1569282384, 2019/9/23 23:46:24, 0, 20.20
640152, 1569282386, 2019/9/23 23:46:26, 0, 20.20
642170, 1569282388, 2019/9/23 23:46:28, 0, 20.20
644191, 1569282390, 2019/9/23 23:46:30, 0, 20.20
646208, 1569282392, 2019/9/23 23:46:32, 0, 20.20
648226, 1569282394, 2019/9/23 23:46:34, 0, 20.20
650245, 1569282396, 2019/9/23 23:46:36, 0, 20.20
652262, 1569282398, 2019/9/23 23:46:38, 0, 20.20
654280, 1569282400, 2019/9/23 23:46:40, 0, 20.20
656299, 1569282402, 2019/9/23 23:46:42, 0, 20.20
658316, 1569282404, 2019/9/23 23:46:44, 0, 20.20
660334, 1569282406, 2019/9/23 23:46:46, 0, 20.10
662351, 1569282408, 2019/9/23 23:46:48, 0, 20.10
664370, 1569282410, 2019/9/23 23:46:50, 0, 20.20
666392, 1569282412, 2019/9/23 23:46:52, 0, 20.10
668409, 1569282414, 2019/9/23 23:46:54, 0, 20.20
670428, 1569282416, 2019/9/23 23:46:56, 0, 20.10
672445, 1569282418, 2019/9/23 23:46:58, 0, 20.10
674463, 1569282420, 2019/9/23 23:47:0, 0, 20.10
676482, 1569282422, 2019/9/23 23:47:2, 0, 20.20
678499, 1569282424, 2019/9/23 23:47:4, 0, 20.10
680517, 1569282426, 2019/9/23 23:47:6, 0, 20.10
682534, 1569282428, 2019/9/23 23:47:8, 0, 20.10
684553, 1569282430, 2019/9/23 23:47:10, 0, 20.10
686573, 1569282432, 2019/9/23 23:47:12, 0, 20.10
688591, 1569282434, 2019/9/23 23:47:14, 0, 20.10
690609, 1569282436, 2019/9/23 23:47:16, 0, 20.20
692627, 1569282438, 2019/9/23 23:47:18, 0, 20.10
694644, 1569282440, 2019/9/23 23:47:20, 0, 20.10
696663, 1569282442, 2019/9/23 23:47:22, 0, 20.10
698680, 1569282444, 2019/9/23 23:47:24, 0, 20.10
700698, 1569282446, 2019/9/23 23:47:26, 0, 20.10
702716, 1569282448, 2019/9/23 23:47:28, 0, 20.10
704735, 1569282450, 2019/9/23 23:47:30, 0, 20.10
706756, 1569282452, 2019/9/23 23:47:32, 0, 20.10
708774, 1569282454, 2019/9/23 23:47:34, 0, 20.10
710793, 1569282456, 2019/9/23 23:47:36, 0, 20.10
712811, 1569282458, 2019/9/23 23:47:38, 0, 20.10
714829, 1569282460, 2019/9/23 23:47:40, 0, 20.10
716848, 1569282462, 2019/9/23 23:47:42, 0, 20.10
718866, 1569282464, 2019/9/23 23:47:44, 0, 20.10
720884, 1569282467, 2019/9/23 23:47:47, 0, 20.10
722903, 1569282469, 2019/9/23 23:47:49, 0, 20.10
724921, 1569282471, 2019/9/23 23:47:51, 0, 20.10
726939, 1569282473, 2019/9/23 23:47:53, 0, 20.10
728961, 1569282475, 2019/9/23 23:47:55, 0, 20.10
730979, 1569282477, 2019/9/23 23:47:57, 0, 20.10
732997, 1569282479, 2019/9/23 23:47:59, 0, 20.10
735015, 1569282481, 2019/9/23 23:48:1, 0, 20.10
737034, 1569282483, 2019/9/23 23:48:3, 0, 20.20
739052, 1569282485, 2019/9/23 23:48:5, 0, 20.10
741070, 1569282487, 2019/9/23 23:48:7, 0, 20.10
743089, 1569282489, 2019/9/23 23:48:9, 0, 20.10
745106, 1569282491, 2019/9/23 23:48:11, 0, 20.10
747124, 1569282493, 2019/9/23 23:48:13, 0, 20.20
749145, 1569282495, 2019/9/23 23:48:15, 0, 20.10
751163, 1569282497, 2019/9/23 23:48:17, 0, 20.10
753181, 1569282499, 2019/9/23 23:48:19, 0, 20.10
755200, 1569282501, 2019/9/23 23:48:21, 0, 20.10
757218, 1569282503, 2019/9/23 23:48:23, 0, 20.10
759236, 1569282505, 2019/9/23 23:48:25, 0, 20.10
761254, 1569282507, 2019/9/23 23:48:27, 0, 20.10
763273, 1569282509, 2019/9/23 23:48:29, 0, 20.10
765291, 1569282511, 2019/9/23 23:48:31, 0, 20.10
767309, 1569282513, 2019/9/23 23:48:33, 0, 20.10
769331, 1569282515, 2019/9/23 23:48:35, 0, 20.10
771349, 1569282517, 2019/9/23 23:48:37, 0, 20.10
773367, 1569282519, 2019/9/23 23:48:39, 0, 20.10
775386, 1569282521, 2019/9/23 23:48:41, 0, 20.10
777404, 1569282523, 2019/9/23 23:48:43, 0, 20.10
779422, 1569282525, 2019/9/23 23:48:45, 0, 20.10
781440, 1569282527, 2019/9/23 23:48:47, 0, 20.10
783458, 1569282529, 2019/9/23 23:48:49, 0, 20.10
785475, 1569282531, 2019/9/23 23:48:51, 0, 20.10
787493, 1569282533, 2019/9/23 23:48:53, 0, 20.10
789514, 1569282535, 2019/9/23 23:48:55, 0, 20.10
791532, 1569282537, 2019/9/23 23:48:57, 0, 20.10
793550, 1569282539, 2019/9/23 23:48:59, 0, 20.10
795569, 1569282541, 2019/9/23 23:49:1, 0, 20.10
797587, 1569282543, 2019/9/23 23:49:3, 0, 20.10
799605, 1569282545, 2019/9/23 23:49:5, 0, 20.10
801624, 1569282547, 2019/9/23 23:49:7, 0, 20.10
803642, 1569282549, 2019/9/23 23:49:9, 0, 20.10
805660, 1569282551, 2019/9/23 23:49:11, 0, 20.10
807678, 1569282553, 2019/9/23 23:49:13, 0, 20.10
809697, 1569282555, 2019/9/23 23:49:15, 0, 20.10
811717, 1569282557, 2019/9/23 23:49:17, 0, 20.10
813735, 1569282559, 2019/9/23 23:49:19, 0, 20.10
815754, 1569282561, 2019/9/23 23:49:21, 0, 20.10
817771, 1569282563, 2019/9/23 23:49:23, 0, 20.10
819789, 1569282566, 2019/9/23 23:49:26, 0, 20.10
821807, 1569282568, 2019/9/23 23:49:28, 0, 20.10
823825, 1569282570, 2019/9/23 23:49:30, 0, 20.10
825842, 1569282572, 2019/9/23 23:49:32, 0, 20.10
827860, 1569282574, 2019/9/23 23:49:34, 0, 20.10
829878, 1569282576, 2019/9/23 23:49:36, 0, 20.00
831898, 1569282578, 2019/9/23 23:49:38, 0, 20.10
833916, 1569282580, 2019/9/23 23:49:40, 0, 20.10
835935, 1569282582, 2019/9/23 23:49:42, 0, 20.10
837952, 1569282584, 2019/9/23 23:49:44, 0, 20.10
839970, 1569282586, 2019/9/23 23:49:46, 0, 20.10
841988, 1569282588, 2019/9/23 23:49:48, 0, 20.10
844006, 1569282590, 2019/9/23 23:49:50, 0, 20.10
846023, 1569282592, 2019/9/23 23:49:52, 0, 20.10
848041, 1569282594, 2019/9/23 23:49:54, 0, 20.10
850059, 1569282596, 2019/9/23 23:49:56, 0, 20.10
852080, 1569282598, 2019/9/23 23:49:58, 0, 20.10
854097, 1569282600, 2019/9/23 23:50:0, 0, 20.10
856116, 1569282602, 2019/9/23 23:50:2, 0, 20.10
858133, 1569282604, 2019/9/23 23:50:4, 0, 20.10
860151, 1569282606, 2019/9/23 23:50:6, 0, 20.10
862169, 1569282608, 2019/9/23 23:50:8, 0, 20.10
864187, 1569282610, 2019/9/23 23:50:10, 0, 20.10
866204, 1569282612, 2019/9/23 23:50:12, 0, 20.10
868222, 1569282614, 2019/9/23 23:50:14, 0, 20.10
870241, 1569282616, 2019/9/23 23:50:16, 0, 20.10
872259, 1569282618, 2019/9/23 23:50:18, 0, 20.00
874275, 1569282620, 2019/9/23 23:50:20, 0, 20.10
876293, 1569282622, 2019/9/23 23:50:22, 0, 20.00
878311, 1569282624, 2019/9/23 23:50:24, 0, 20.10
880328, 1569282626, 2019/9/23 23:50:26, 0, 20.10
882347, 1569282628, 2019/9/23 23:50:28, 0, 20.10
884364, 1569282630, 2019/9/23 23:50:30, 0, 20.10
886382, 1569282632, 2019/9/23 23:50:32, 0, 20.10
888399, 1569282634, 2019/9/23 23:50:34, 0, 20.10
890418, 1569282636, 2019/9/23 23:50:36, 0, 20.00
892435, 1569282638, 2019/9/23 23:50:38, 0, 20.10
894456, 1569282640, 2019/9/23 23:50:40, 0, 20.00
896474, 1569282642, 2019/9/23 23:50:42, 0, 20.10
898492, 1569282644, 2019/9/23 23:50:44, 0, 20.00
900509, 1569282646, 2019/9/23 23:50:46, 0, 20.10
902528, 1569282648, 2019/9/23 23:50:48, 0, 20.10
904546, 1569282650, 2019/9/23 23:50:50, 0, 20.00
906563, 1569282652, 2019/9/23 23:50:52, 0, 20.00
908580, 1569282654, 2019/9/23 23:50:54, 0, 20.00
